text,kategori
"Apa sih untungnya dukung anis imin? Mrk bukan ingin membangun bangsa. Kl dirasakan, anis imin ini hanya ingin berkuasa. Titik. 

Dua"" punya rekam jejak mengerikan. Merebut kedudukan dgn biadab yg membelah bangsa bgt parah dan blm pulih. Ini yg rakyat tdk suka dan cara itu malah diulang di pilpres ini. 

Dikira rakyat tdk tahu, justru perpecahan ini sangat terasa di masyarakat. Kami sering menangis jika membicarakan hal ini. 

Silakan dipastikan, ex ISIS, FPI, HTI, hisbu tahrir, dll dukung siapa? Capres manakah yg raji ""sowan"" imam muncrat dan cium tangan dgn bgt taklimnya?",pendukung_anis
Kalo.Ayu.tetap.Dukung.Bpk.hj.Prabowo.dn.bpk.Ghibran.insa.Allah.Amin,pendukung_prabowo
Di youtube byak dkung prabowo d fb byak yng dukung pak anisss q tetep anis si,pendukung_anis
"Pak anis gampang sekali ya kalaw ngomong ini negara besar loh, ga semudah cangkemu.",pendukung_anis
Anis baswedan  dulu jadi moderator debat capres dan sekarang jadi kandidat capres,pendukung_anis
Bismillah pak Prabowo the next RI 1,pendukung_prabowo
Sampai kapapun saya ttp dukung p.prabowo gibran. Om.santy3 om,pendukung_prabowo
Apa nya yg masih aman pak prabowo? 😅,pendukung_prabowo
"Betul kata Prabowo apapun masalah bangsa ini meang perlu didiskusikan,walaupun tidak semudah kenyataannya 👍",pendukung_prabowo
"Prabowo kenapa ya bawa bawa nama jokowi terus,  
   Apa mau berlindung dan maju dibawah naungan jokowi,

    Pilpres kemaren gua berkoar2 dukung prabowo, tapi dikali ini sangat tidak puas dengan pendapat2 nya 😪",pendukung_prabowo
"PAK PRABOWO KENAPA ANDA GUGUP MENJAWAB PELANGGARAN HAM PAPUA ? KARENA ANDA ADALAH SEORANG PELAKU PELANGGARAN HAM DI WAMENA TAHUN 95 ITU.... BUKANKELLY KWALIK YG ANDA BUNUH MELAINKAN KAMPUNG2 DAN PEREMPUAN PAPUA ANDA SIKSA DI PERKOSA DAN DI BUNUH.... 
TOLONG ANDA JAWAB ITU JGN BUAT SEOLAH2 SEMUA TDK ADA MASALAH..... 
ANDA INGAT PRABOWO HUKUM KARMA 7 TURUNAN",pendukung_prabowo
" @rasmanmaulana1859  ketiga calon semuanya menginginkan, ketiga calon semuanya bernafsu ingin menjabat.. jika tidak menyukai tidak usah dipilih, siapa yang anda sukai silahkan dipilih.. saya hanya ingin mengatakan kalau pak Prabowo sebelum saya lahir beliau sudah merelakan jiwa dan raganya untuk Bangsa negara ,rakyat, tentunya termasuk orang tua saya dan kita semua .. saya selalu hormat kepada seorang prajurit.. beliau mungkin pemarah, beliau mungkin tidak bisa mengontrol emosi seperti yang tampak.. tapi cobalah sedikit lebih mencari tau tentang Nya,. agar bukan hanya keburukan yang terus anda pandang pada dirinya... Saya dulu Tdk menyukai sikapnya nada bicaranya.. tapi semakin saya mencari tau tentang Nya.. semakin saya melihat sisi lain dari sosok beliau,.  Salam bersaudara.. silahkan memilih sesuai hati nurani.. tidak ada permusuhan di antara kita 🙏🙏",pendukung_prabowo
Ya allah semoga pak prabowo dan pak gibran menjadi presiden Ri,pendukung_prabowo
"Tetap urutan no 2,,,pokoknya satu kali no 2 tetap no 2,,,pak prabowo and mas gibran,,,tiada duanya",pendukung_prabowo
"Yg jelas bukan aness, itu besor mulut doang sok pinter ,banyak omong bagus tu ganjar yg menga yomi ...ber wi bawa  lagiiii, banyak yg duka daripada anesss, saya orang rantou lama jadipenduduk di jkt  semasa dari usia muda pay skarang ...usia lanjut dari presiden sukarno pai skarang..",pendukung_ganjar
Doa saya prabowo aja,pendukung_prabowo
"Mas prabowo mas prabowo. Pengusung abah anies baswedan.  Yang mengusung gubernur itu bukan mas prabowo. Tapi yang sebenarnya pengusung abah anies jadi gubernur  antara lain. Ya PKS, Sandaga uno dan Bp mardanj kader PKS. Coba chek di google mas prabowo mas prabowo",pendukung_anis
"Q suka misi pax Prabowo,kata katanya nda berlebihan,sederhana tp pasti",pendukung_prabowo
Kalau Aq pilih pak Prabowo Gibran 👍👍,pendukung_prabowo
pak Ganjar harus koreksi diri bahwa pernah tidak mau KESEBALAN RUSIA datang di Indonesia . Apa alasannya ???,pendukung_ganjar
Itulah jiwa TNI Dari jiwa pa prabowo💪👍👍👍,pendukung_prabowo
"Tadinya saya dukung prabowo 
Tapi melihat gagasan dan pendapat anis 

Top markotop

Yang merasa gagasan & pendapat pemikiran anis TOP 

Silahkan LIKE",pendukung_anis
Hidup PK Hanis zubaedan,pendukung_anis
Ya itulah anis,pendukung_anis
Semuga pak ANIS JD PRESENT AAMIIN YAAROOBB,pendukung_anis
Pak anies s3 ya,pendukung_anis
WowsiapakurinduGanjarjalanapasalkiprankurinduiapasalrindubuatsaiyasamuatawlawngbuleluuharikabuatkanapasalsakarangmohlakimykamalmukasiakancintaawrangmukasitokasiapakahtipubuatsudakuciarikuBatulawrangmohmuGanjarbuatawrangkanmeledudutmuphotomohlacekapkabuatangmuhahalumamsertamu,pendukung_ganjar
Prabowo.  President.  RI.,pendukung_prabowo
"Semoga Allah SWT kabulkan, insyaallah anies Baswedan jadi presiden 2024,aminkan semuanya",pendukung_anis
Yg di sampaikan Prabowo ini sevey ke lapangan apa bukti kan,pendukung_prabowo
"Sori ya sori ya jaguar bu mega😅😅,gk takut gk punya jabatan tp nyalec trs😂😂,betul pak anis brantas ordal dan pak ganjar yg korupsi bw ke nusakambangan untuk di santap buaya ya pak 😅😅",pendukung_anis
"Q ttp bpk prabowo , pk anis banya janji janji, biasanya cuma manis omonge",pendukung_anis
"Bpk Prabowo g tau apa"" itu mah antek"" nya",pendukung_prabowo
Jangan cari presiden yg pandai ngomong biasanya yg pandai ngmong itu kerjanya nol tetap no 2 pak prabowo is the best yg lain pandai ngomong semua 😂😂😂😂,pendukung_prabowo
"Anis mulut manis,,bukti kerjanya tidak nyata",pendukung_anis
Ganjar menghilang.nyentap d telam bumi,pendukung_ganjar
Prabowo ❤❤❤❤❤❤❤❤❤❤😊😊😊 sama pak ganjar ❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊🎉🎉🎉🎉,pendukung_prabowo
kalok prabowok jadi presiden sy ganti istri,pendukung_prabowo
Kerjakan kerjakan. Pala bapak kaw lah.  Lumayan lah hiburan Lihat ambisi nya si aniss edan,pendukung_anis
Bismillah pak Prabowo the next Presiden....,pendukung_prabowo
Intinya rakyat memilih dua doang pak anis dangan pak prabowo mohon maaf dulu tidak untuk pak ganjar 😅,pendukung_anis
Anis itu beriak air tanda nya tak dalam. Hanya kata kata doang. Banyak ludah,pendukung_anis
Pak Ganjar cocok mantep hk hadir buat bpk,pendukung_ganjar
"Bangga banget sama jawaban jawaban pak prabowo , keliatan bisa menyelesaikan masalah dengan solusi bukan cuma asal cuap cuap🥰🥰",pendukung_prabowo
Bismillah pak prabowo gibran menang amin ya allah,pendukung_prabowo
Amin pa anis,pendukung_anis
Dari awal calon yg lain memperpojokan pak Prabowo. dua lawan satu. Sabar pak Prabowo.,pendukung_prabowo
Anis pasti kalah😂,pendukung_anis
"Point masalah perijinan rumah ibadah jgn salah persepsi, proses perijinan sdh dibuatkan lebih dahulu oleh gubernur pengganti Basuki (dikenal dgn ahok). Gubernur Anies hanya melanjutkan apa yg sdh di sahkan dalam pergub.",pendukung_anis
"Iya,Anis bisa menyalahkan angin yg tak berkatepe ya😂",pendukung_anis
"Kalo keinget debat ini Yank suka ngadu domba yo iku anis sama jnggar ...
jangan di masukin kabinet pak prabowo ...bikin gaduhh anis tak tau diri kacang Lupa kulitnya ...untung nyungsep kau aniss..
Gak pantas jdi pemimpin si anisa..doyan ngomong tpi tak pinter kerja.....
Cari yank sudah bukti dan akhirnya Prabowo yank Resmi menang ..",pendukung_anis
Sekarang Prabowo bukan waktu itu ngerti nggak sih ente,pendukung_prabowo
betul itu pak prabowo penentu suara adalah rakyar👍👍👍👍,pendukung_prabowo
Aku pilih H. ANIES dan H. MUHAIMIN ISKANDAR  perbahan❤,pendukung_anis
Knpa mreka nyerang Prabowo '. Whay?,pendukung_prabowo
Tetap Ganjar plg hebat dan jujur,pendukung_ganjar
"Sehat selalu bapak Prabowo, biarkan muka mereka yg tebal itu yg cuma hanya omong* itu, fokus tujuan tulus untuk republik Indonesia untuk rakyat mu , sehat selalu pak Bowo gemoy , Cirebon untuk bapak",pendukung_prabowo
Semoga bpk parabowo menang soal tani pupuk penting buat makanan ke Shtan Smga Prabowo SWT di lindungi ALLAH amin,pendukung_prabowo
Prabowo itu munafi,pendukung_prabowo
Anies Presiden Indonesia 2024 aamiin ...,pendukung_anis
Rasanya rakyat akan dibungkam ga ada kritik kl prabowo jd presdn,pendukung_prabowo
🎉semangat bpk anis,pendukung_anis
"ganjar vs anis, itu prinsip saya yang salah satu saya dukung.",pendukung_anis
Hidup Prabowo Subianto,pendukung_prabowo
"Pak Anies netral menyampaikan visi nya, Anies berhasil presiden Indonesia",pendukung_anis
Anies,pendukung_anis
Pak ganjar,pendukung_ganjar
Nyungsep anis,pendukung_anis
Hidup pak Prabowo!!! Sehat dan bahagia selalu amen🙏🇮🇩🙏tdk hoax dan menjatuhkan dengan cara tdk ada bijaksana!!! Menjatuhkan pilpres yg tdk baik dengan cara kebencian!!! Melainkan punya integritas dan intelektual dalam memberikan kepada rakyat itulha President yg kita butuhkan!!!,pendukung_prabowo
"Kasihan sekali panies gak punya,semangat sama sekali apa belum dapat kursi mentri pendidikan lagi p anies",pendukung_anis
Itu emosi tegas mbakkk 😂😂 bukan emosi marah 😂😂 . Daripada dengar janji janji manis doang tapi ga pergerakan . Banyak loh program program Anis sering sekali gagal dalam perbuatannya jaring di kali itu buat apa dll 😂😂,pendukung_anis
Anis berwibawa pintar dan tanggap😊,pendukung_anis
Pak Anis mingpin dekati aja ga becus so mimpin negara lagi habis d koropsi lg,pendukung_anis
Pak Anies slm perubahan ❤❤❤❤,pendukung_anis
"Indonesia tidak butuh yang banyak bicara. Tapi Indonesia butuh yang bisa menepati janjinya, dan bisa benar² iklas tulus kepada rakyat. All in prabowo ❤ 
Sesuai amanah Gusdur dan pak habibi ❤🤲",pendukung_prabowo
Pak prabowo is the best pokoke😊,pendukung_prabowo
"knapa pak prabowo ngikut capres berkali² tidak pernah menang? krna allah sayang indonesia, dan tau mana yg baik mana yg buruk, bgitupun pak prabowo, yg selalu terpancing emosi nya, gmna kalo di kritik masyarakat tpi selalu terbawa emosi? semoga allah bisa membantu semuanya yg baik dan benar, adil dan jujur. terimakasih",pendukung_prabowo
Prabowo exmoshi  bismillah ganjar mahpud,pendukung_prabowo
"Kok bisa si Anis ini jadi capres, jadi gubernur saja tidak beres",pendukung_anis
Prabowo2 anda sama sekalii tidak mencermin kan pemimpin yg baik,pendukung_prabowo
Satu putaran Ganjar mahfud menang pilpres 2024,pendukung_ganjar
Anis anjing,pendukung_anis
"Pak aniiiiiiissss....pak anisss...
kalk emang angin ga punya ktp, yah pak anis harus buat ktp buat angin dong😂😂😂",pendukung_anis
"Didebat pertama ini sdh keliatan wan abud alias tukang obat jenggot kumis anis baweldah memainkan kata"" manisnya yg membuat orang terbuai akan janji manisnya 
kang obat dilawan 😂😂😂",pendukung_anis
Hidup.bpk.prabowo.Gibran,pendukung_prabowo
"PAK PRABOWO DAN PAK JOKOWIDODO ??

MUMPUN PEMILU PRESIDEN 2024 sampai 2abad24 tahun akan datang sehingga PAKAI SEMEN DI COR BUAT KANTOR GEDUNG PUTIH DI INDONESIA SUPAYA BERSAMA AHOK COR BUAT BEKERJA,2024 🙏🙏🙏🙏",pendukung_prabowo
Amin pa anis,pendukung_anis
"Secara waras, saya lebih yakin kalo duet :

PRABOWO & MAHFUD MD

Adalah kombinasi terbaik yang bisa lanjutin negara ini.

Sayang sekali, kedua tokoh ini tidak berada dalam satu party.",pendukung_prabowo
"Assalamu,alayqum , Anies baswedan yg jadi Presiden dimata Allah swt, subarti tetap pilihan Anies rasyit baswedan, nmr 1 dibls ya",pendukung_anis
Pak prabowo sebagai menhan nyelesain papua ajh ga beres beres giman jadi presiden nyelesain berbagai maslah lainny,pendukung_prabowo
Pilian ku ya prabowo,pendukung_prabowo
"Bedakan TNI , dengan orang biasa , prabowo itu tegas karna memang jiwa tanggung jawab",pendukung_prabowo
Siapa aja mjadi persiden yg pnting bisa liat masrakat y aku sih prabowo,pendukung_prabowo
"1:07:46 Rupanya p,prabowo lebih besar emosinya dari pada ilmunya😂",pendukung_prabowo
Dukung anis jadi pemimpin suku rohingya dan ganjar jadi wakil nya 😊,pendukung_anis
Aamiin ya rabbal 'alamiin 🤲🤲.. semoga benar juga janji yg pak anis sampaikan ttg kerukunan bangsa ini juga. Sama seperti rumah peribadatan yg boleh bebas dibangun serta penegakan hukum bilamana ad organisasi masyarakat yg menyeleweng.,pendukung_anis
"Pak prabowo, ini baru nyampein visi misi, jangan marah dulu pak🫶😇",pendukung_prabowo
"Bener bgt pak prabowo, beli pupuk harus pakai kartu tani, bantuan dari pemerintah yg pakai ATM tani dari bank BRI pun diminta sama pihak kelurahan, DIMINTA SEPAKET DENGAN PIN nya, mohon utk dikaji kembali terkait kebijakan tsb, terima kasih",pendukung_prabowo
Prabowo tidak bnyak ngomong dia hnya ingin berdindak untuk indonesia ingin membuktikan bahwa beliaw rela mati demi indonesiajdi tidak perlu bnyak omong dan pa gibran jga begituu simpel pasti dan masuk akal. Smoga  prabowo yng menjadi presiden❤,pendukung_prabowo
P. Anis ganteng cerdas santun amanah wibawa mantab,pendukung_anis
"​​ @Sejarah-Tube1509 masih aja di tanyaa apa yg sudah di lakukan pak Prabowo di negri ini, bro ada hp kan? Lo search di internet lahh jgn cmn pandai merangkai kata kata kaya capres lo",pendukung_prabowo
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
Harusnya soal polusi. Anis jawab apayg anis laakukan . Bukan nyalahkan angin. Lempar batu,pendukung_anis
"Semangat Pak Anies,Pak Prabowo dan Pak Ganjar 😍😍🇮🇩",pendukung_anis
"Prabowo Gibran Menang,, !!!!!",pendukung_prabowo
Ganjar urusin aspal di jaih tengah saja tdk bisa,pendukung_ganjar
"Gw yakin yang jadi presiden prabowo, tingkat persen pendukung Prabowo meningkat 🗿",pendukung_prabowo
Kalo cuma omongan doang manis buat apa😂,pendukung_anis
"Pada triakk in maling apa pd lagi  berebut suara hati rakyat seh..sumpah ga paham??? Emang lg pd di suruh milih capres no 01 atau capres no 02 yaa dgn ada nya berita heboh di video itu??? mending golfud aja udah... Indonesia lbh bermartabat... 😁😁😁  ap kata dunia liat capresi dan cawapres nya model bikin rusuh gini...  🤣🤣🤣🤣  ... Hidup gol fuud kami lebihh baik gol fud ... Biar dpt dapat ganjar an yg di ridhoi ALLAH SWT... Aaaammmiiinnn yaaa ALLAH... Org di mana2 klo mau beriman kepada TUHAN hrs gunakan akal dan nalar yg lurus serta cerdas.. Jgn mau di budak in sama elektabilitas sehingga rakyat miskin  yg kesulitan pupuk dll dgn tolol nya di jadikan nafsu mereka dgn Dunia yg ud kaya Raya masih aja kurang mulu sama harta
..  🤣🤣🤣🤣 itu ad bukti nya di Jawa Tengah yaa suruh no 2 kata nya 🤣🤣🤣🤣 ... Nihh anggaran  jakarta bekas no paslon  02 sama anggaran militer paslon 01  beda nya apa seh???? Omon... Omon...itu Rahasia org serakah ..rakus... jd rakyat miskin yg kelaparan jgn banyak taaaau... 🤣🤣🤣🤣🤣 ... Saya bicara krm ad rekam jejak mereka yg di bicara kan sama ratusan juta rakyat Indonesia yg cerdas..",pendukung_ganjar
"Pak Ganjar tolong kemiskinan di Jawa tengah di kurangi dulu..,saya berdomisili di Jawa tengah untuk cari makan saja susah..UMR nya juga masih sekecil itu.",pendukung_ganjar
Prabowo klok ngomong kesusahan,pendukung_prabowo
Mas anisss😂😂😂,pendukung_anis
Mantap pak prabowo. Janji mu akan kami ingat,pendukung_prabowo
"Abah Anis Abah Anis..........
Apa sih Yg Abah Anis mau rubah??
Kan pohon 🌲 pohon di Monas Abah Anis udah ubah menjadi gundul.",pendukung_anis
"Anis ini kebanyakan bahasa manis, yg denger jadi pusing,

Pak ganjar berputar2 gak tau isi nya apa 

Pak prabowo, tipe2 yang gak suka banyak ngomong, yg penting liat nanti",pendukung_anis
prabowo saat jawab pertanyaan ganjar soal pengadilan HAM dan menunjukan dimana kubur para korban... prabowo tidak menjawab yg soal kuburan para korban,pendukung_prabowo
"Amin pak Ganjar, yg memikirkan keluhan rakyat dari Sabang sampai Merauke",pendukung_ganjar
dari debat pembicaraan anies Baswedan okey..  tapi tetap yang pantas untuk menjadi pemimpin negara PRABOWO GIBRAN . Prabowo yang selalu nepatin janji.,pendukung_anis
Dari awal pilpres gak prnah setuju sama prabowo terlalu arogan dan emosi tidak terkontrol. Makanya dlu pilih jokowi.. Jdi skrg pilihanku Pak Anies 🎉,pendukung_anis
"Kok malah curhat pak Ganjar??
Visi misinya apa ????",pendukung_ganjar
